ticker,ym,stock_iq,n_fundos
CSAN3,201706,0.000169763259019294,853
CSMG3,201706,-0.00101572808092515,685
CSNA3,201706,-3.38409419919376e-05,685
CVCB3,201706,0.000746284541079821,883
CYRE3,201706,-0.00075415714595337,782
DIRR3,201706,2.30176098587441e-05,432
DTEX3,201706,-6.46815811906134e-06,429
ECOR3,201706,-3.57297769290608e-05,753
EGIE3,201706,-0.000535870429784842,728
ELET3,201706,-0.000662435348480036,788
ELET6,201706,-0.000539059697349938,794
ELPL4,201706,-3.88644921170824e-05,337
EMBR3,201706,-0.000483762746923037,785
ENBR3,201706,-0.000279251280334727,759
ENGI11,201706,0.000316027255776014,754
EQTL3,201706,0.00136599942047875,1031
ESTC3,201706,-0.000554185744965825,837
EVEN3,201706,-7.26502035259189e-05,390
EZTC3,201706,-5.28905890351421e-05,597
FIBR3,201706,-0.000824855833142476,843
FLRY3,201706,5.39784382724095e-05,639
GGBR3,201706,9.91853181278032e-05,470
GGBR4,201706,-0.000492477844203102,833
GOAU3,201706,-2.57074599519714e-05,103
GOAU4,201706,-0.000870871756872323,803
GOLL4,201706,-0.000219545830471311,228
HGTX3,201706,-0.00122508956895516,594
IDNT3,201706,-0.00012895953182224,214
IGTA3,201706,-0.000350773145053927,795
ITSA3,201706,-0.00028686249081349,519
ITSA4,201706,0.00150055284094831,1021
ITUB4,201706,0.00237785490844984,1106
JBSS3,201706,-0.000485060876155602,734
KLBN11,201706,-0.000543889663748531,826
KROT3,201706,-0.000112921106872194,901
LAME3,201706,-0.000187821509421478,538
LAME4,201706,-0.000111311096533591,986
LEVE3,201706,-9.93905982977441e-05,434
LIGT3,201706,-0.000532365104364122,705
LINX3,201706,-0.00112582589963252,581
LREN3,201706,-8.39127247550911e-05,972
MAGG3,201706,-3.91547979387767e-05,450
MDIA3,201706,0.000198555150614462,513
MEAL3,201706,0.000156298278623165,466
MILS3,201706,-1.84793640444225e-05,292
MLFT4,201706,0.000214541718397804,460
MPLU3,201706,6.34813601741124e-07,357
MRFG3,201706,-0.000116837863233969,649
MRVE3,201706,-0.000949889804021297,834
MULT3,201706,-0.000800452495746674,876
MYPK3,201706,-0.000776868409362234,650
NATU3,201706,-9.32359403080092e-06,736
ODPV3,201706,-3.14520576816178e-05,485
PETR3,201706,3.61751349788965e-05,796
PETR4,201706,0.00175394185852398,1024
POMO4,201706,0.000322630361662065,449
PSSA3,201706,-2.86220588445999e-05,519
QUAL3,201706,-0.000518882230175109,853
RADL3,201706,-0.000764992270076937,791
RAIL3,201706,-0.00017106505012623,829
RAPT3,201706,3.62442764863486e-06,212
RENT3,201706,-0.000517782841110695,876
SANB11,201706,-0.000394964402537636,734
SAPR4,201706,0.000471207440311822,715
SBSP3,201706,-0.000690752287020442,754
SEER3,201706,-0.000432271726281411,618
SMLE3,201706,-0.000832269275529467,809
SULA11,201706,5.08640670154049e-05,565
SUZB5,201706,-0.00110447076275782,825
TAEE11,201706,-0.000753606208393039,622
TCSA3,201706,-9.05406658297577e-06,435
TEND3,201706,7.67383413233525e-05,515
TGMA3,201706,-4.27671017274291e-05,330
TIET11,201706,-0.000392099976668245,489
TIMP3,201706,-0.000270262920525044,736
TOTS3,201706,2.50728109359946e-05,526
TRPL4,201706,-0.000184769433380595,621
UGPA3,201706,3.60349403807996e-05,904
USIM5,201706,9.39789262617963e-06,632
VALE3,201706,0.000663973594162068,827
VALE5,201706,0.00106017177093944,935
VIVT3,201706,6.83913102578657e-05,535
VIVT4,201706,-0.000229608153643729,897
VLID3,201706,-0.000568424246258845,478
VVAR11,201706,-6.37039615745806e-05,467
WEGE3,201706,-0.000880018390146432,784
ABEV3,201707,3.1643071594442e-05,913
ALSC3,201707,-0.000544330147158165,623
ALUP11,201707,-0.000544713553473132,630
BBAS3,201707,0.000386299697756053,964
BBDC4,201707,0.00235305247390856,1042
BBSE3,201707,3.02976156644936e-05,850
BEEF3,201707,-0.000210796484598418,535
BRAP4,201707,0.000907981275202909,917
BRFS3,201707,0.000486717532172926,949
BRKM5,201707,-0.000349530695439561,790
BRML3,201707,0.00036908117259253,946
BRPR3,201707,-0.000399804355252686,523
BRSR6,201707,0.000240627205731928,666
BTOW3,201707,-3.87246598365245e-05,627
BVMF3,201707,0.00114523749695922,1104
