ticker,ym,hhi_posse,n_fundos,hhi_prev1,hhi_prev3,hhi_prev6,delta_hhi_1m,delta_hhi_3m,delta_hhi_6m,delta_hhi_3m_pct,delta_hhi_6m_pct
ABEV3,201902,0.00996132482823013,1039,0.00924026226161483,0.0108609806438029,0.0126696453628822,0.000721062566615301,-0.000899655815572815,-0.00270832053465206,-0.082833755539942,-0.213764510140633
ABEV3,201903,0.0130828913436206,1020,0.00996132482823013,0.0104409474160504,0.012251080958725,0.00312156651539049,0.00264194392757026,0.000831810384895649,0.25303680042569,0.0678968972369129
ABEV3,201904,0.0118034690945821,996,0.0130828913436206,0.00924026226161483,0.011671298400558,-0.00127942224903853,0.00256320683296726,0.000132170694024067,0.277395463504876,0.0113244207703358
ABEV3,201905,0.0125775420291448,1020,0.0118034690945821,0.00996132482823013,0.0108609806438029,0.00077407293456272,0.00261621720091468,0.00171656138534186,0.262637475037496,0.15804847109467
ABEV3,201906,0.0143061051884688,923,0.0125775420291448,0.0130828913436206,0.0104409474160504,0.00172856315932403,0.00122321384484822,0.00386515777241847,0.0934972104193674,0.370192245818301
ABEV3,201907,0.0122709713088742,1014,0.0143061051884688,0.0118034690945821,0.00924026226161483,-0.00203513387959461,0.000467502214292138,0.0030307090472594,0.0396071875603695,0.327989505216679
ABEV3,201908,0.0170585028408756,973,0.0122709713088742,0.0125775420291448,0.00996132482823013,0.00478753153200138,0.00448096081173079,0.00709717801264547,0.356266812811873,0.712473304005935
ABEV3,201909,0.0154216359200916,1000,0.0170585028408756,0.0143061051884688,0.0130828913436206,-0.00163686692078402,0.00111553073162275,0.00233874457647096,0.0779758513534417,0.178763586354431
ABEV3,201910,0.0178741543734662,1009,0.0154216359200916,0.0122709713088742,0.0118034690945821,0.00245251845337467,0.00560318306459203,0.00607068527888416,0.45662098977771,0.514313650524207
ABEV3,201911,0.0234737097369405,932,0.0178741543734662,0.0170585028408756,0.0125775420291448,0.0055995553634743,0.00641520689606494,0.0108961677077957,0.376070922278878,0.866319323962268
ABEV3,201912,0.0252179650894986,975,0.0234737097369405,0.0154216359200916,0.0143061051884688,0.00174425535255808,0.00979632916940704,0.0109118599010298,0.635232813183212,0.762741483952256
ABEV3,202001,0.0226947363967352,997,0.0252179650894986,0.0178741543734662,0.0122709713088742,-0.00252322869276344,0.00482058202326894,0.010423765087861,0.269695669095539,0.849465362234416
ABEV3,202002,0.0122751758443769,1024,0.0226947363967352,0.0234737097369405,0.0170585028408756,-0.0104195605523583,-0.0111985338925637,-0.00478332699649872,-0.477067068565671,-0.280407198751165
ABEV3,202003,0.0131602104613747,1096,0.0122751758443769,0.0252179650894986,0.0154216359200916,0.000885034616997786,-0.012057754628124,-0.00226142545871692,-0.478141459286305,-0.146639790385058
ABEV3,202004,0.0131228004945894,1052,0.0131602104613747,0.0226947363967352,0.0178741543734662,-3.74099667852165e-05,-0.00957193590214574,-0.0047513538788768,-0.42176898355703,-0.26582258268565
ABEV3,202005,0.0124799489475324,1041,0.0131228004945894,0.0122751758443769,0.0234737097369405,-0.000642851547057061,0.000204773103155509,-0.0109937607894082,0.0166818875551435,-0.468343560204602
ABEV3,202006,0.0156957295573101,1064,0.0124799489475324,0.0131602104613747,0.0252179650894986,0.00321578060977768,0.00253551909593541,-0.00952223553218855,0.19266554310641,-0.377597300114982
ABEV3,202007,0.00985064399034961,1108,0.0156957295573101,0.0131228004945894,0.0226947363967352,-0.00584508556696046,-0.00327215650423984,-0.0128440924063856,-0.249348948464846,-0.565950279476844
ABEV3,202008,0.0152168747618729,1145,0.00985064399034961,0.0124799489475324,0.0122751758443769,0.00536623077152331,0.00273692581434054,0.00294169891749605,0.219305850195942,0.239646173284239
ABEV3,202009,0.0328483368954778,1091,0.0152168747618729,0.0156957295573101,0.0131602104613747,0.0176314621336049,0.0171526073381677,0.0196881264341031,1.09282001040717,1.49603431433623
