ticker,hhi_posse,n_fundos,ret_evento,ret_pos3,n_meses_pos3,vol_pos6,n_meses_pos6,evento,mes_evento_num
ESTC3,0.0143659778636191,932,-0.211598746081505,-0.103777335984095,3,0.0944505893893146,6,Greve caminhoneiros (mai/2018),201805
ETER3,0.245605628849473,118,-0.366197286123572,0.222222291914789,3,0.144096304832127,6,Greve caminhoneiros (mai/2018),201805
EUCA4,0.211999375637112,355,-0.225679247471325,-0.131284843144984,3,0.153914954216019,6,Greve caminhoneiros (mai/2018),201805
EVEN3,0.0996198116431313,510,-0.075055291045545,-0.171837688755883,3,0.263478084203228,6,Greve caminhoneiros (mai/2018),201805
EZTC3,0.0243378722229764,596,-0.104975156740298,-0.107837481348869,3,0.194850907719905,6,Greve caminhoneiros (mai/2018),201805
FESA4,0.061836838690453,93,-0.0869770676639784,0.151331078072515,3,0.104568225404882,6,Greve caminhoneiros (mai/2018),201805
FIBR3,0.016342014861249,907,0.0286295784130148,0.118677616145084,3,0.0458977637706754,6,Greve caminhoneiros (mai/2018),201805
FLRY3,0.012028941455903,853,-0.0585984181399489,0.0525841018629891,3,0.0888084391295749,6,Greve caminhoneiros (mai/2018),201805
FRAS3,0.133409972721631,17,-0.0364295282080221,-0.089808333006606,3,0.083015408793933,6,Greve caminhoneiros (mai/2018),201805
GFSA3,0.0720193588605769,210,0.0441425741641139,-0.0821137726817592,3,0.179997816796982,6,Greve caminhoneiros (mai/2018),201805
GGBR3,0.249976556612297,107,-0.18164592094906,0.123834428587748,3,0.0839482516309805,6,Greve caminhoneiros (mai/2018),201805
GGBR4,0.0104379502348023,962,-0.106950024547513,0.0933809728415351,3,0.102527081630755,6,Greve caminhoneiros (mai/2018),201805
GNDI3,0.0289341054501069,624,0.053921568627451,0.186046511627907,3,0.0882636676228833,6,Greve caminhoneiros (mai/2018),201805
GOAU3,0.160337874445979,130,-0.107007040212765,0.29032901432763,3,0.116620269235712,6,Greve caminhoneiros (mai/2018),201805
GOAU4,0.0115903668064494,902,-0.124695639099473,0.164718439170874,3,0.119418616247305,6,Greve caminhoneiros (mai/2018),201805
GOLL4,0.0441004231829731,450,-0.305355303810505,-0.169014084507042,3,0.339441118273796,6,Greve caminhoneiros (mai/2018),201805
GRND3,0.0716233788160435,495,-0.130876649300291,-0.0757900286730106,3,0.0664484638501092,6,Greve caminhoneiros (mai/2018),201805
